PercentageOfFileAPICalls,PercentageOfUniqueFiles,PercentageOfUniqueFileLocations,PercentageOfUniqueFileExtensions,PercentageOfPotentialCustomExtensions,PercentageOfRansomwareExtensions,PercentageOfFileExtensionsDocuments,PercentageOfFileExtensionsImages,PercentageOfFileExtensionsVideos,PercentageOfFileExtensionsAudio,PercentageOfFileExtensionsDatabase,PercentageOfFileExtensionsArchives,PercentageOfFileExtensionsExecutables,PercentageOfFileExtensionsSystem,PercentageOfFileExtensionsBackup,PercentageOfFileExtensionsEmail,PercentageOfFileExtensionsVMImages,PercentageOfFileExtensionsGames,PercentageOfFileExtensionsDevelopment,APICallsPerSecond,label
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,75,1
8,33,33,33,0,5,0,0,0,0,0,0,100,0,0,0,0,0,0,135,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,65,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,76,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,74,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,75,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,74,1
8,33,33,33,0,5,0,0,0,0,0,0,100,0,0,0,0,0,0,134,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
8,33,33,33,0,5,0,0,0,0,0,0,100,0,0,0,0,0,0,133,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,75,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,74,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,72,1
8,33,33,33,0,5,0,0,0,0,0,0,100,0,0,0,0,0,0,140,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,74,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,75,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,77,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,76,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,75,1
8,33,33,33,0,5,0,0,0,0,0,0,100,0,0,0,0,0,0,140,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,76,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,74,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,78,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,76,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,75,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,74,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,76,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,72,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,74,1
8,33,33,33,0,5,0,0,0,0,0,0,100,0,0,0,0,0,0,141,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,75,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,74,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,74,1
17,14,14,8,28,9,0,0,0,0,0,0,64,8,0,0,0,0,0,216,1
2,100,100,100,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,3795,1
0,33,33,67,33,5,33,33,0,0,0,0,0,0,0,0,0,0,0,127,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,13,13,1,61,0,3,10,0,1,1,0,12,9,0,0,0,1,0,324,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,368,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,229,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,369,1
1,100,100,100,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,19,19,6,41,0,9,11,0,0,3,0,11,23,0,0,0,3,0,87,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,100,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,3,1
54,2,2,1,56,1,0,0,0,0,2,0,35,7,0,0,0,0,0,157,1
7,1,1,1,56,4,0,0,0,0,0,0,28,16,0,0,0,0,0,192,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,429,1
57,18,18,2,31,7,7,10,0,1,0,0,1,0,1,0,1,1,46,541,1
71,34,34,3,4,9,5,54,11,0,0,0,19,6,0,0,0,1,0,839,1
8,37,37,15,15,7,0,0,0,0,0,0,67,19,0,0,0,0,0,106,1
3,56,56,50,44,8,0,0,0,0,0,0,56,0,0,0,0,0,0,12802,1
2,43,43,43,29,10,0,0,0,0,0,0,71,0,0,0,0,0,0,2,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,417,1
8,56,56,44,22,8,0,0,0,0,0,0,78,0,0,0,0,0,0,47,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,100,100,100,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,18,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,418,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,605,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,644,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,542,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,141,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,436,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,175,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,418,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,75,75,75,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1577,1
80,14,14,1,36,9,0,2,0,0,0,0,39,0,0,0,22,0,0,662,1
13,22,22,10,37,6,0,0,0,0,1,0,52,6,3,0,0,1,0,78,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,151,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,99,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,74,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,291,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
9,57,57,57,29,10,0,0,0,0,0,0,57,0,0,0,0,0,14,0,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,418,1
78,51,51,2,19,9,27,21,1,0,0,0,2,3,0,0,2,0,25,270,1
1,50,50,50,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,180,1
14,50,50,50,25,9,0,0,0,0,0,0,62,12,0,0,0,0,0,29,1
1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,37,37,15,15,7,0,0,0,0,0,0,67,19,0,0,0,0,0,128,1
80,13,13,1,37,9,1,2,0,0,0,0,38,0,0,0,22,0,0,725,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,62,62,38,92,1,0,0,0,0,0,0,8,0,0,0,0,0,0,705,1
4,1,1,1,0,6,47,0,0,0,0,0,1,52,0,0,0,0,0,503,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,4,4,3,22,0,0,0,0,0,0,0,5,1,72,0,0,0,0,56,1
81,0,0,0,0,14,0,0,0,0,0,0,99,0,0,0,0,0,0,93,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,9,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,608,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,384,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,429,1
9,67,67,67,0,10,67,0,0,0,0,0,0,33,0,0,0,0,0,205,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,468,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,573,1
64,12,12,1,27,9,23,5,0,1,0,0,1,0,1,0,3,0,38,243,1
92,39,39,1,29,9,4,4,0,0,0,0,1,0,0,0,5,0,56,294,1
64,12,12,1,27,9,24,5,0,1,0,0,0,0,0,0,3,0,38,894,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,491,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,644,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,400,1
57,12,12,1,27,9,23,5,0,1,0,1,1,0,1,0,3,0,38,1098,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,418,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,82,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,417,1
76,13,13,1,32,9,1,2,0,0,0,0,41,0,0,0,24,0,0,1449,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,22,22,17,14,8,0,0,0,0,4,0,71,1,9,0,0,0,0,5,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,400,1
0,67,67,67,33,10,67,0,0,0,0,0,0,0,0,0,0,0,0,483,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,417,1
1,25,25,25,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,208,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,400,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,368,1
6,100,100,100,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,6,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,418,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,542,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,400,1
33,2,2,0,92,0,1,1,0,0,0,0,3,2,0,0,0,0,0,586,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,91,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,400,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,400,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,15,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,396,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,184,1
2,17,17,17,8,0,0,0,0,0,0,0,92,0,0,0,0,0,0,207,1
57,12,12,1,27,9,23,5,0,1,0,0,1,0,0,0,3,0,38,1141,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11188,1
67,17,17,2,62,5,0,3,0,0,0,1,32,1,0,0,0,0,0,355,1
29,11,11,6,24,5,30,0,0,0,0,0,37,0,8,0,0,0,0,135,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,67,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,573,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15683,1
1,100,100,100,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,4063,1
15,11,11,11,7,4,34,0,0,0,0,0,39,1,15,0,0,0,3,78,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,240,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,91,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,86,1
4,3,3,1,40,6,1,0,0,0,0,0,41,18,0,0,0,0,0,272,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,385,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,429,1
3,53,53,53,47,7,0,0,0,0,0,0,47,7,0,0,0,0,0,317,1
2,100,100,100,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,22,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,400,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,418,1
6,58,58,27,62,5,0,0,0,0,0,0,33,0,0,0,0,4,0,259,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,418,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,66,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,412,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,605,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,418,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,77,1
0,33,33,33,0,3,0,0,0,0,0,0,89,11,0,0,0,0,0,684,1
5,25,25,25,0,4,0,0,0,0,0,0,100,0,0,0,0,0,0,140,1
4,8,8,4,55,6,0,0,0,0,0,0,39,5,0,0,0,0,0,390,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
6,53,53,32,5,4,0,0,0,0,0,0,58,37,0,0,0,0,0,114,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,385,1
73,9,9,1,75,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1513,1
8,56,56,44,22,8,0,0,0,0,0,0,78,0,0,0,0,0,0,272,1
15,33,33,33,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,176,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,400,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,418,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,516,1
14,50,50,50,25,9,0,0,0,0,0,0,62,12,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,355,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,418,1
1,4,4,2,3,2,0,0,0,0,1,0,17,79,0,0,0,0,0,1447,1
6,50,50,50,33,10,0,0,0,0,0,0,67,0,0,0,0,0,0,4,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,400,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,34,1
65,76,76,3,7,9,9,48,5,0,0,0,19,9,1,0,0,1,1,1246,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,400,1
4,25,25,25,0,4,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,25,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,291,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,400,1
9,67,67,67,0,10,67,0,0,0,0,0,0,33,0,0,0,0,0,291,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,397,1
6,53,53,32,5,4,0,0,0,0,0,0,58,37,0,0,0,0,0,120,1
4,1,1,1,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,248,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
31,33,33,5,2,8,1,2,0,0,3,0,66,12,14,0,0,0,0,39,1
78,14,14,0,22,9,5,3,5,4,0,0,2,1,0,0,5,0,53,2493,1
27,21,21,6,27,1,3,0,0,0,2,0,10,14,0,0,0,43,0,5,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,400,1
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,100,100,100,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,267,1
7,50,50,25,17,7,0,0,0,0,0,0,50,33,0,0,0,0,0,171,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,33,33,33,0,5,0,0,0,0,0,0,100,0,0,0,0,0,0,191,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,417,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,400,1
11,4,4,5,50,4,0,0,0,0,0,0,25,25,0,0,0,0,0,167,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,516,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,573,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,436,1
18,75,75,75,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,3,3,0,4,2,49,45,0,0,0,2,0,0,0,0,0,0,0,4130,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,384,1
9,4,4,3,53,4,0,0,0,0,0,0,26,21,0,0,0,0,0,39,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,384,1
58,13,13,1,27,8,21,5,0,1,0,0,1,0,1,0,1,0,42,635,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,573,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,100,100,100,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,267,1
5,25,25,25,0,4,0,0,0,0,0,0,100,0,0,0,0,0,0,116,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,369,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,39,1
3,42,42,33,17,11,25,0,0,0,0,0,50,8,0,0,0,0,0,2,1
2,42,42,21,23,7,2,3,0,0,0,0,60,1,8,0,0,1,0,33,1
0,75,75,75,62,4,0,0,0,0,0,0,25,12,0,0,0,0,0,831,1
8,56,56,44,22,8,0,0,0,0,0,0,78,0,0,0,0,0,0,55,1
30,23,23,5,39,1,4,0,0,0,2,0,9,7,9,0,0,29,0,19,1
29,23,23,5,38,1,4,1,0,0,2,0,9,7,9,0,0,30,0,5,1
29,23,23,5,38,1,4,1,0,0,2,0,9,7,9,0,0,30,0,5,1
30,23,23,5,38,1,4,1,0,0,2,0,9,7,9,0,0,30,0,5,1
31,23,23,5,38,1,4,1,0,0,2,0,9,7,9,0,0,30,0,5,1
30,22,22,5,38,1,4,1,0,0,2,0,9,7,9,0,0,30,0,5,1
28,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,5,1
29,23,23,5,39,1,4,0,0,0,2,0,9,7,9,0,0,30,0,6,1
30,23,23,5,38,1,4,1,0,0,2,0,9,7,9,0,0,30,0,5,1
30,23,23,5,38,1,4,1,0,0,2,0,9,7,9,0,0,30,0,5,1
28,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,5,1
30,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,23,1
31,23,23,5,38,1,4,0,0,0,2,0,9,7,9,0,0,30,0,22,1
29,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,23,1
28,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,24,1
29,23,23,5,38,1,4,1,0,0,2,0,9,7,9,0,0,30,0,23,1
31,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,21,1
29,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,23,1
29,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,30,0,23,1
31,23,23,5,38,1,4,1,0,0,2,0,9,7,9,0,0,30,0,5,1
32,23,23,5,38,1,4,1,0,0,2,0,9,7,9,0,0,30,0,21,1
32,23,23,5,38,1,4,1,0,0,2,0,9,7,9,0,0,30,0,5,1
31,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,5,1
29,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,5,1
30,22,22,5,38,1,4,0,0,0,1,0,9,7,9,0,0,31,0,5,1
31,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,5,1
30,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,5,1
28,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,5,1
31,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,5,1
30,23,23,5,38,1,4,1,0,0,2,0,9,7,9,0,0,31,0,6,1
30,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,22,1
32,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,21,1
32,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,30,0,22,1
32,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,30,0,21,1
29,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,23,1
31,23,23,5,38,1,4,1,0,0,2,0,9,7,9,0,0,30,0,23,1
33,22,22,5,38,1,4,1,0,0,2,0,9,7,9,0,0,30,0,21,1
29,23,23,5,39,1,4,0,0,0,2,0,9,7,9,0,0,29,0,23,1
30,22,22,5,38,1,4,1,0,0,2,0,9,7,9,0,0,30,0,23,1
31,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,22,1
31,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,30,0,5,1
30,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,30,0,5,1
31,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,5,1
30,23,23,5,38,1,4,1,0,0,2,0,9,7,9,0,0,30,0,5,1
30,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,5,1
29,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,5,1
31,23,23,5,38,1,4,1,0,0,2,0,9,7,9,0,0,30,0,5,1
30,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,5,1
32,23,23,5,38,1,4,1,0,0,2,0,9,7,9,0,0,30,0,5,1
30,22,22,5,38,1,4,1,0,0,2,0,9,7,9,0,0,31,0,22,1
30,23,23,5,38,1,4,1,0,0,2,0,9,7,9,0,0,30,0,5,1
32,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,30,0,21,1
29,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,23,1
31,23,23,5,38,1,4,1,0,0,2,0,9,7,9,0,0,30,0,22,1
29,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,30,0,23,1
30,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,30,0,22,1
30,22,22,5,38,1,4,1,0,0,2,0,9,7,9,0,0,30,0,22,1
29,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,23,1
31,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,30,0,20,1
30,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,5,1
30,23,23,5,39,1,4,1,0,0,2,0,9,7,9,0,0,29,0,5,1
30,22,22,5,38,1,4,1,0,0,2,0,9,7,9,0,0,31,0,5,1
