r,rw,rx,rwc,rwx,rwxc,label
13,10,4,5,3,0,1
199,279,87,53,4,0,1
313,401,103,71,14,0,1
13,10,4,5,3,0,1
199,280,87,53,4,0,1
313,410,103,70,9,0,1
13,10,4,5,3,0,1
199,287,87,53,4,0,1
316,407,104,71,9,0,1
13,10,4,5,3,0,1
201,273,88,53,4,0,1
313,399,103,71,9,0,1
13,10,4,5,3,0,1
199,271,87,53,4,0,1
313,395,103,71,14,0,1
13,10,4,5,3,0,1
199,274,87,53,4,0,1
313,396,103,71,9,0,1
13,10,4,5,3,0,1
199,277,87,53,4,0,1
313,413,103,71,9,0,1
13,10,4,5,3,0,1
199,284,87,53,4,0,1
313,398,103,71,9,0,1
13,10,4,5,3,0,1
196,277,86,54,4,0,1
313,405,103,71,14,0,1
13,10,4,5,3,0,1
196,283,86,54,4,0,1
313,393,103,71,9,0,1
13,10,4,5,3,0,1
199,280,87,53,4,0,1
313,403,103,71,9,0,1
13,10,4,5,3,0,1
199,274,87,53,4,0,1
313,395,103,71,9,0,1
13,10,4,5,3,0,1
199,279,87,53,4,0,1
313,400,103,71,14,0,1
13,10,4,5,3,0,1
199,278,87,53,4,0,1
313,396,103,71,9,0,1
13,10,4,5,3,0,1
199,278,87,53,4,0,1
313,409,103,71,9,0,1
13,10,4,5,3,0,1
199,276,87,53,4,0,1
313,395,103,71,9,0,1
13,10,4,5,3,0,1
199,276,87,53,4,0,1
316,410,104,71,14,0,1
13,10,4,5,3,0,1
201,281,88,53,4,0,1
313,401,103,71,9,0,1
13,10,4,5,3,0,1
199,288,87,53,4,0,1
313,426,103,71,9,0,1
13,10,4,5,3,0,1
199,271,87,53,4,0,1
313,390,103,71,9,0,1
13,10,4,5,3,0,1
199,277,87,53,4,0,1
313,394,103,71,14,0,1
13,10,4,5,3,0,1
199,278,87,53,4,0,1
313,397,103,71,9,0,1
13,10,4,5,3,0,1
196,280,86,54,4,0,1
313,402,103,71,9,0,1
13,10,4,5,3,0,1
196,280,86,54,4,0,1
313,397,103,71,9,0,1
13,10,4,5,3,0,1
199,276,87,53,4,0,1
313,393,103,71,14,0,1
13,10,4,5,3,0,1
196,274,86,54,4,0,1
313,408,103,69,9,0,1
13,10,4,5,3,0,1
196,272,86,54,4,0,1
313,399,103,71,9,0,1
13,10,4,5,3,0,1
199,276,87,53,4,0,1
316,401,104,71,9,0,1
13,10,4,5,3,0,1
198,282,87,54,4,0,1
313,397,103,71,14,0,1
13,10,4,5,3,0,1
199,278,87,53,4,0,1
313,410,103,71,9,0,1
13,10,4,5,3,0,1
196,284,86,54,4,0,1
316,404,104,71,9,0,1
13,10,4,5,3,0,1
198,284,87,54,4,0,1
313,404,103,71,9,0,1
13,10,4,5,3,0,1
199,275,87,53,4,0,1
316,411,104,71,14,0,1
13,10,4,5,3,0,1
198,270,87,54,4,0,1
313,399,103,71,9,0,1
13,10,4,5,3,0,1
199,269,87,53,4,0,1
313,399,103,71,9,0,1
13,10,4,5,3,0,1
199,288,87,53,4,0,1
313,394,103,71,9,0,1
13,10,4,5,3,0,1
196,280,86,54,4,0,1
313,394,103,71,14,0,1
13,10,4,5,3,0,1
199,279,87,53,4,0,1
313,394,103,71,9,0,1
13,10,4,5,3,0,1
196,281,86,54,4,0,1
313,399,103,71,9,0,1
13,10,4,5,3,0,1
199,275,87,53,4,0,1
313,394,103,71,9,0,1
13,10,4,5,3,0,1
196,280,86,54,4,0,1
313,394,103,71,14,0,1
13,10,4,5,3,0,1
196,268,86,54,4,0,1
313,391,103,71,9,0,1
13,10,4,5,3,0,1
199,275,87,53,4,0,1
313,400,103,71,9,0,1
13,10,4,5,3,0,1
196,279,86,54,4,0,1
313,414,103,71,9,0,1
13,10,4,5,3,0,1
199,273,87,53,4,0,1
316,400,104,71,14,0,1
13,10,4,5,3,0,1
198,285,87,54,4,0,1
316,405,104,71,9,0,1
13,10,4,5,3,0,1
198,272,87,54,4,0,1
313,396,103,71,9,0,1
13,10,4,5,3,0,1
196,277,86,54,4,0,1
316,405,104,71,9,0,1
13,10,4,5,3,0,1
201,271,88,53,4,0,1
313,394,103,71,14,0,1
13,10,4,5,3,0,1
199,290,87,53,4,0,1
313,403,103,71,9,0,1
13,10,4,5,3,0,1
199,273,87,53,4,0,1
313,406,103,71,9,0,1
13,10,4,5,3,0,1
196,275,86,54,4,0,1
316,397,104,71,9,0,1
13,10,4,5,3,0,1
201,273,88,53,4,0,1
313,400,103,71,14,0,1
13,10,4,5,3,0,1
196,275,86,54,4,0,1
313,398,103,71,9,0,1
13,10,4,5,3,0,1
199,282,87,53,4,0,1
313,395,103,71,9,0,1
13,10,4,5,3,0,1
199,270,87,53,4,0,1
313,395,103,70,9,0,1
13,10,4,5,3,0,1
196,279,86,54,4,0,1
313,396,103,71,14,0,1
13,10,4,5,3,0,1
196,273,86,54,4,0,1
313,401,103,71,9,0,1
13,10,4,5,3,0,1
199,278,87,53,4,0,1
313,403,103,71,9,0,1
13,10,4,5,3,0,1
196,280,86,54,4,0,1
313,395,103,71,9,0,1
13,10,4,5,3,0,1
199,270,87,53,4,0,1
316,404,104,71,14,0,1
13,10,4,5,3,0,1
201,275,88,53,4,0,1
313,398,103,71,9,0,1
13,10,4,5,3,0,1
199,276,87,53,4,0,1
313,403,103,70,9,0,1
13,10,4,5,3,0,1
313,387,103,71,9,0,1
13,10,4,5,3,0,1
196,289,86,54,4,0,1
316,395,104,71,14,0,1
13,10,4,5,3,0,1
201,273,88,53,4,0,1
316,403,104,70,9,0,1
13,10,4,5,3,0,1
198,278,87,54,4,0,1
313,400,103,71,9,0,1
13,10,4,5,3,0,1
196,282,86,54,4,0,1
313,402,103,70,9,0,1
13,10,4,5,3,0,1
199,277,87,53,4,0,1
316,417,104,70,14,0,1
13,10,4,5,3,0,1
201,272,88,53,4,0,1
313,391,103,71,9,0,1
13,10,4,5,3,0,1
199,269,87,53,4,0,1
313,401,103,71,9,0,1
13,10,4,5,3,0,1
196,278,86,54,4,0,1
313,394,103,71,9,0,1
13,10,4,5,3,0,1
199,280,87,53,4,0,1
313,402,103,71,14,0,1
13,10,4,5,3,0,1
199,278,87,53,4,0,1
313,413,103,71,9,0,1
13,10,4,5,3,0,1
199,270,87,53,4,0,1
313,395,103,71,9,0,1
13,10,4,5,3,0,1
196,279,86,54,4,0,1
316,392,104,71,9,0,1
13,10,4,5,3,0,1
201,275,88,53,4,0,1
313,388,103,71,14,0,1
13,10,4,5,3,0,1
196,280,86,54,4,0,1
313,404,103,71,9,0,1
13,10,4,5,3,0,1
196,271,86,54,4,0,1
313,387,103,71,9,0,1
13,10,4,5,3,0,1
199,281,87,53,4,0,1
313,401,103,71,9,0,1
13,10,4,5,3,0,1
199,276,87,53,4,0,1
316,403,104,71,14,0,1
13,10,4,5,3,0,1
201,272,88,53,4,0,1
313,408,103,71,9,0,1
13,10,4,5,3,0,1
199,281,87,53,4,0,1
313,399,103,71,9,0,1
13,10,4,5,3,0,1
199,284,87,53,4,0,1
313,406,103,71,9,0,1
13,10,4,5,3,0,1
196,281,86,54,4,0,1
313,409,103,71,14,0,1
13,10,4,5,3,0,1
199,287,87,53,4,0,1
313,396,103,71,9,0,1
13,10,4,5,3,0,1
199,288,87,53,4,0,1
313,394,103,71,9,0,1
13,10,4,5,3,0,1
198,288,87,54,4,0,1
313,396,103,70,9,0,1
13,10,4,5,3,0,1
196,278,86,54,4,0,1
316,397,104,71,14,0,1
13,10,4,5,3,0,1
201,283,88,53,4,0,1
313,398,103,71,9,0,1
13,10,4,5,3,0,1
199,277,87,53,4,0,1
313,404,103,71,9,0,1
13,10,4,5,3,0,1
196,277,86,54,4,0,1
316,398,104,71,9,0,1
13,10,4,5,3,0,1
201,280,88,53,4,0,1
316,396,104,71,14,0,1
13,10,4,5,3,0,1
201,274,88,53,4,0,1
313,394,103,71,9,0,1
13,10,4,5,3,0,1
199,276,87,53,4,0,1
316,408,104,71,9,0,1
13,10,4,5,3,0,1
198,281,87,54,4,0,1
313,401,103,71,9,0,1
13,10,4,5,3,0,1
196,282,86,54,4,0,1
316,388,104,71,14,0,1
13,10,4,5,3,0,1
201,278,88,53,4,0,1
316,401,104,71,9,0,1
13,10,4,5,3,0,1
201,283,88,53,4,0,1
313,398,103,71,9,0,1
13,10,4,5,3,0,1
196,280,86,54,4,0,1
313,400,103,71,9,0,1
13,10,4,5,3,0,1
199,278,87,53,4,0,1
313,393,103,71,14,0,1
13,10,4,5,3,0,1
199,285,87,53,4,0,1
316,400,104,71,9,0,1
13,10,4,5,3,0,1
201,279,88,53,4,0,1
313,393,103,70,9,0,1
13,10,4,5,3,0,1
201,274,88,53,4,0,1
313,398,103,71,9,0,1
13,10,4,5,3,0,1
196,274,86,54,4,0,1
316,410,104,70,14,0,1
13,10,4,5,3,0,1
198,278,87,54,4,0,1
316,397,104,71,9,0,1
13,10,4,5,3,0,1
198,282,87,54,4,0,1
313,394,103,71,9,0,1
13,10,4,5,3,0,1
196,280,86,54,4,0,1
313,414,103,71,9,0,1
13,10,4,5,3,0,1
196,275,86,54,4,0,1
313,408,103,71,14,0,1
13,10,4,5,3,0,1
199,280,87,53,4,0,1
313,395,103,71,9,0,1
13,10,4,5,3,0,1
199,284,87,53,4,0,1
316,404,104,71,9,0,1
13,10,4,5,3,0,1
201,272,88,53,4,0,1
316,396,104,71,9,0,1
13,10,4,5,3,0,1
198,272,87,54,4,0,1
313,404,103,71,14,0,1
13,10,4,5,3,0,1
199,281,87,53,4,0,1
313,402,103,71,9,0,1
13,10,4,5,3,0,1
196,274,86,54,4,0,1
316,410,104,70,9,0,1
13,10,4,5,3,0,1
201,276,88,53,4,0,1
313,402,103,71,9,0,1
13,10,4,5,3,0,1
199,271,87,53,4,0,1
316,409,104,71,14,0,1
13,10,4,5,3,0,1
198,289,87,54,4,0,1
313,403,103,70,9,0,1
13,10,4,5,3,0,1
196,272,86,54,4,0,1
313,404,103,70,9,0,1
13,10,4,5,3,0,1
199,280,87,53,4,0,1
313,401,103,71,9,0,1
13,10,4,5,3,0,1
199,275,87,53,4,0,1
313,407,103,71,14,0,1
13,10,4,5,3,0,1
196,275,86,54,4,0,1
316,398,104,71,9,0,1
13,10,4,5,3,0,1
201,276,88,53,4,0,1
316,404,104,71,9,0,1
13,10,4,5,3,0,1
198,281,87,54,4,0,1
316,417,104,71,9,0,1
13,10,4,5,3,0,1
198,275,87,54,4,0,1
316,401,104,71,14,0,1
13,10,4,5,3,0,1
201,274,88,53,4,0,1
313,404,103,71,9,0,1
13,10,4,5,3,0,1
196,276,86,54,4,0,1
313,402,103,71,9,0,1
13,10,4,5,3,0,1
199,276,87,53,4,0,1
313,394,103,71,9,0,1
13,10,4,5,3,0,1
199,279,87,53,4,0,1
313,421,103,70,14,0,1
13,10,4,5,3,0,1
196,288,86,54,4,0,1
313,401,103,70,9,0,1
13,10,4,5,3,0,1
196,276,86,54,4,0,1
316,412,104,71,9,0,1
13,10,4,5,3,0,1
198,283,87,54,4,0,1
313,397,103,71,9,0,1
13,10,4,5,3,0,1
199,280,87,53,4,0,1
313,403,103,71,14,0,1
13,10,4,5,3,0,1
196,283,86,54,4,0,1
313,395,103,71,9,0,1
13,10,4,5,3,0,1
199,273,87,53,4,0,1
313,401,103,71,9,0,1
13,10,4,5,3,0,1
196,282,86,54,4,0,1
313,409,103,71,9,0,1
13,10,4,5,3,0,1
196,288,86,54,4,0,1
313,412,103,71,14,0,1
13,10,4,5,3,0,1
196,277,86,54,4,0,1
313,406,103,71,9,0,1
13,10,4,5,3,0,1
199,276,87,53,4,0,1
316,389,104,71,9,0,1
13,10,4,5,3,0,1
198,279,87,54,4,0,1
313,407,103,71,9,0,1
13,10,4,5,3,0,1
199,278,87,53,4,0,1
313,410,103,71,14,0,1
13,10,4,5,3,0,1
199,281,87,53,4,0,1
313,404,103,71,9,0,1
13,10,4,5,3,0,1
199,282,87,53,4,0,1
316,389,104,71,9,0,1
13,10,4,5,3,0,1
201,279,88,53,4,0,1
313,406,103,71,9,0,1
13,10,4,5,3,0,1
196,280,86,54,4,0,1
313,404,103,71,14,0,1
13,10,4,5,3,0,1
199,281,87,53,4,0,1
313,395,103,71,9,0,1
13,10,4,5,3,0,1
196,288,86,54,4,0,1
313,395,103,70,9,0,1
13,10,4,5,3,0,1
199,287,87,53,4,0,1
316,407,104,71,9,0,1
13,10,4,5,3,0,1
201,283,88,53,4,0,1
313,400,103,71,14,0,1
13,10,4,5,3,0,1
199,274,87,53,4,0,1
313,399,103,71,9,0,1
13,10,4,5,3,0,1
196,272,86,54,4,0,1
313,394,103,71,9,0,1
13,10,4,5,3,0,1
196,286,86,54,4,0,1
313,400,103,71,9,0,1
13,10,4,5,3,0,1
196,284,86,54,4,0,1
313,394,103,71,14,0,1
13,10,4,5,3,0,1
196,270,86,54,4,0,1
316,407,104,71,9,0,1
13,10,4,5,3,0,1
198,283,87,54,4,0,1
313,401,103,71,9,0,1
13,10,4,5,3,0,1
199,273,87,53,4,0,1
313,402,103,71,9,0,1
13,10,4,5,3,0,1
196,284,86,54,4,0,1
313,408,103,71,14,0,1
13,10,4,5,3,0,1
199,284,87,53,4,0,1
313,407,103,71,9,0,1
13,10,4,5,3,0,1
196,283,86,54,4,0,1
313,395,103,71,14,0,1
13,10,4,5,3,0,1
199,284,87,53,4,0,1
313,405,103,71,9,0,1
13,10,4,5,3,0,1
196,279,86,54,4,0,1
316,391,104,71,14,0,1
13,10,4,5,3,0,1
198,275,87,54,4,0,1
313,403,103,71,9,0,1
13,10,4,5,3,0,1
196,285,86,54,4,0,1
313,395,103,71,9,0,1
13,10,4,5,3,0,1
196,277,86,54,4,0,1
313,405,103,71,14,0,1
13,10,4,5,3,0,1
199,281,87,53,4,0,1
313,400,103,71,9,0,1
13,10,4,5,3,0,1
196,272,86,54,4,0,1
313,397,103,71,14,0,1
13,10,4,5,3,0,1
196,264,86,54,4,0,1
316,406,104,71,9,0,1
13,10,4,5,3,0,1
198,272,87,54,4,0,1
316,411,104,71,14,0,1
13,10,4,5,3,0,1
198,282,87,54,4,0,1
316,398,104,71,9,0,1
13,10,4,5,3,0,1
198,282,87,54,4,0,1
313,406,103,71,9,0,1
13,10,4,5,3,0,1
196,281,86,54,4,0,1
313,410,103,71,9,0,1
13,10,4,5,3,0,1
196,277,86,54,4,0,1
313,402,103,71,9,0,1
13,10,4,5,3,0,1
199,272,87,53,4,0,1
313,401,103,71,9,0,1
13,10,4,5,3,0,1
196,266,86,54,4,0,1
313,394,103,71,9,0,1
13,10,4,5,3,0,1
199,284,87,53,4,0,1
316,406,104,71,9,0,1
13,10,4,5,3,0,1
201,279,88,53,4,0,1
316,402,104,71,9,0,1
13,10,4,5,3,0,1
198,285,87,54,4,0,1
313,394,103,71,9,0,1
13,10,4,5,3,0,1
196,274,86,54,4,0,1
316,406,104,71,14,0,1
13,10,4,5,3,0,1
198,282,87,54,4,0,1
316,419,104,71,9,0,1
13,10,4,5,3,0,1
198,278,87,54,4,0,1
313,405,103,71,9,0,1
13,10,4,5,3,0,1
196,287,86,54,4,0,1
313,401,103,71,9,0,1
13,10,4,5,3,0,1
196,282,86,54,4,0,1
316,415,104,71,14,0,1
13,10,4,5,3,0,1
198,274,87,54,4,0,1
313,395,103,71,9,0,1
13,10,4,5,3,0,1
199,288,87,53,4,0,1
316,406,104,71,14,0,1
13,10,4,5,3,0,1
198,281,87,54,4,0,1
313,407,103,71,9,0,1
13,10,4,5,3,0,1
199,287,87,53,4,0,1
316,417,104,71,14,0,1
13,10,4,5,3,0,1
198,285,87,54,4,0,1
313,399,103,69,9,0,1
13,10,4,5,3,0,1
196,281,86,54,4,0,1
313,395,103,71,9,0,1
13,10,4,5,3,0,1
196,266,86,54,4,0,1
313,394,103,71,9,0,1
13,10,4,5,3,0,1
196,275,86,54,4,0,1
313,399,103,69,9,0,1
13,10,4,5,3,0,1
196,286,86,54,4,0,1
313,396,103,71,9,0,1
13,10,4,5,3,0,1
199,272,87,53,4,0,1
316,403,104,71,9,0,1
13,10,4,5,3,0,1
198,272,87,54,4,0,1
313,402,103,70,9,0,1
13,10,4,5,3,0,1
199,283,87,53,4,0,1
313,423,103,71,9,0,1
13,10,4,5,3,0,1
196,276,86,54,4,0,1
313,411,103,71,9,0,1
13,10,4,5,3,0,1
196,274,86,54,4,0,1
313,407,103,71,9,0,1
13,10,4,5,3,0,1
196,276,86,54,4,0,1
313,401,103,71,9,0,1
13,10,4,5,3,0,1
199,279,87,53,4,0,1
313,406,103,71,9,0,1
13,10,4,5,3,0,1
196,271,86,54,4,0,1
313,396,103,71,9,0,1
13,10,4,5,3,0,1
199,278,87,53,4,0,1
316,397,104,71,9,0,1
13,10,4,5,3,0,1
198,291,87,54,4,0,1
313,407,103,71,9,0,1
13,10,4,5,3,0,1
196,276,86,54,4,0,1
313,415,103,71,9,0,1
13,10,4,5,3,0,1
196,286,86,54,4,0,1
316,407,104,71,9,0,1
13,10,4,5,3,0,1
201,285,88,53,4,0,1
313,410,103,71,9,0,1
13,10,4,5,3,0,1
199,282,87,53,4,0,1
313,406,103,71,9,0,1
13,10,4,5,3,0,1
199,279,87,53,4,0,1
313,404,103,71,9,0,1
13,10,4,5,3,0,1
196,270,86,54,4,0,1
316,397,104,71,9,0,1
13,10,4,5,3,0,1
201,272,88,53,4,0,1
313,416,103,71,9,0,1
13,10,4,5,3,0,1
196,280,86,54,4,0,1
313,403,103,71,9,0,1
13,10,4,5,3,0,1
199,271,87,53,4,0,1
313,402,103,71,9,0,1
13,10,4,5,3,0,1
196,283,86,54,4,0,1
313,401,103,71,9,0,1
13,10,4,5,3,0,1
196,282,86,54,4,0,1
313,394,103,71,9,0,1
13,10,4,5,3,0,1
199,278,87,53,4,0,1
313,412,103,71,14,0,1
13,10,4,5,3,0,1
199,272,87,53,4,0,1
313,401,103,70,9,0,1
13,10,4,5,3,0,1
196,277,86,54,4,0,1
313,401,103,71,9,0,1
13,10,4,5,3,0,1
196,284,86,54,4,0,1
313,424,103,71,9,0,1
13,10,4,5,3,0,1
199,279,87,53,4,0,1
316,397,104,71,14,0,1
13,10,4,5,3,0,1
198,280,87,54,4,0,1
313,394,103,71,9,0,1
13,10,4,5,3,0,1
196,279,86,54,4,0,1
313,398,103,71,14,0,1
13,10,4,5,3,0,1
196,273,86,54,4,0,1
313,406,103,71,9,0,1
13,10,4,5,3,0,1
196,280,86,54,4,0,1
313,408,103,71,14,0,1
13,10,4,5,3,0,1
196,279,86,54,4,0,1
313,400,103,70,9,0,1
13,10,4,5,3,0,1
196,274,86,54,4,0,1
316,402,104,71,9,0,1
13,10,4,5,3,0,1
198,278,87,54,4,0,1
313,409,103,71,14,0,1
13,10,4,5,3,0,1
196,285,86,54,4,0,1
313,401,103,70,9,0,1
13,10,4,5,3,0,1
196,284,86,54,4,0,1
313,409,103,71,14,0,1
13,10,4,5,3,0,1
199,283,87,53,4,0,1
313,405,103,71,9,0,1
13,10,4,5,3,0,1
196,277,86,54,4,0,1
313,393,103,71,14,0,1
13,10,4,5,3,0,1
196,284,86,54,4,0,1
316,403,104,71,9,0,1
13,10,4,5,3,0,1
198,283,87,54,4,0,1
313,412,103,71,14,0,1
13,10,4,5,3,0,1
199,283,87,53,4,0,1
313,395,103,71,9,0,1
13,10,4,5,3,0,1
199,272,87,53,4,0,1
316,398,104,71,14,0,1
13,10,4,5,3,0,1
198,279,87,54,4,0,1
313,416,103,71,9,0,1
13,10,4,5,3,0,1
196,274,86,54,4,0,1
313,413,103,71,14,0,1
13,10,4,5,3,0,1
196,276,86,54,4,0,1
313,394,103,71,9,0,1
13,10,4,5,3,0,1
199,285,87,53,4,0,1
313,395,103,71,14,0,1
13,10,4,5,3,0,1
196,281,86,54,4,0,1
313,404,103,71,9,0,1
13,10,4,5,3,0,1
199,276,87,53,4,0,1
313,402,103,71,14,0,1
13,10,4,5,3,0,1
199,269,87,53,4,0,1
313,396,103,71,9,0,1
13,10,4,5,3,0,1
196,281,86,54,4,0,1
313,394,103,71,14,0,1
13,10,4,5,3,0,1
196,278,86,54,4,0,1
313,396,103,71,9,0,1
13,10,4,5,3,0,1
196,275,86,54,4,0,1
313,408,103,71,14,0,1
13,10,4,5,3,0,1
196,274,86,54,4,0,1
313,403,103,71,9,0,1
13,10,4,5,3,0,1
199,273,87,53,4,0,1
313,403,103,71,14,0,1
13,10,4,5,3,0,1
196,286,86,54,4,0,1
316,404,104,71,9,0,1
13,10,4,5,3,0,1
198,270,87,54,4,0,1
313,409,103,71,14,0,1
13,10,4,5,3,0,1
199,281,87,53,4,0,1
313,403,103,71,9,0,1
13,10,4,5,3,0,1
199,283,87,53,4,0,1
316,407,104,71,14,0,1
13,10,4,5,3,0,1
198,278,87,54,4,0,1
313,409,103,71,9,0,1
13,10,4,5,3,0,1
199,282,87,53,4,0,1
313,395,103,71,14,0,1
13,10,4,5,3,0,1
199,281,87,53,4,0,1
313,401,103,71,9,0,1
13,10,4,5,3,0,1
199,281,87,53,4,0,1
313,388,103,71,14,0,1
13,10,4,5,3,0,1
199,280,87,53,4,0,1
313,402,103,71,9,0,1
13,10,4,5,3,0,1
196,283,86,54,4,0,1
313,394,103,70,14,0,1
13,10,4,5,3,0,1
196,284,86,54,4,0,1
313,401,103,71,9,0,1
13,10,4,5,3,0,1
196,280,86,54,4,0,1
313,396,103,71,14,0,1
13,10,4,5,3,0,1
199,288,87,53,4,0,1
316,416,104,71,9,0,1
13,10,4,5,3,0,1
198,284,87,54,4,0,1
313,408,103,71,14,0,1
13,10,4,5,3,0,1
196,270,86,54,4,0,1
313,402,103,71,9,0,1
13,10,4,5,3,0,1
196,275,86,54,4,0,1
313,395,103,71,14,0,1
13,10,4,5,3,0,1
196,271,86,54,4,0,1
313,403,103,71,9,0,1
13,10,4,5,3,0,1
196,270,86,54,4,0,1
313,403,103,71,14,0,1
13,10,4,5,3,0,1
196,284,86,54,4,0,1
316,403,104,71,9,0,1
13,10,4,5,3,0,1
198,294,87,54,4,0,1
316,396,104,71,14,0,1
13,10,4,5,3,0,1
198,281,87,54,4,0,1
313,388,103,71,9,0,1
13,10,4,5,3,0,1
196,275,86,54,4,0,1
313,405,103,71,14,0,1
13,10,4,5,3,0,1
196,268,86,54,4,0,1
313,408,103,71,9,0,1
13,10,4,5,3,0,1
199,283,87,53,4,0,1
313,403,103,71,14,0,1
13,10,4,5,3,0,1
196,278,86,54,4,0,1
316,406,104,71,9,0,1
13,10,4,5,3,0,1
198,267,87,54,4,0,1
313,397,103,71,14,0,1
13,10,4,5,3,0,1
196,278,86,54,4,0,1
313,411,103,71,9,0,1
13,10,4,5,3,0,1
196,284,86,54,4,0,1
313,404,103,71,14,0,1
13,10,4,5,3,0,1
199,276,87,53,4,0,1
313,393,103,71,9,0,1
13,10,4,5,3,0,1
196,278,86,54,4,0,1
313,407,103,71,14,0,1
13,10,4,5,3,0,1
199,275,87,53,4,0,1
313,398,103,71,9,0,1
13,10,4,5,3,0,1
199,275,87,53,4,0,1
313,410,103,71,14,0,1
13,10,4,5,3,0,1
196,281,86,54,4,0,1
313,397,103,71,9,0,1
13,10,4,5,3,0,1
199,273,87,53,4,0,1
313,401,103,71,14,0,1
13,10,4,5,3,0,1
196,274,86,54,4,0,1
313,393,103,71,9,0,1
13,10,4,5,3,0,1
196,281,86,54,4,0,1
313,425,103,71,14,0,1
13,10,4,5,3,0,1
196,284,86,54,4,0,1
316,398,104,71,9,0,1
13,10,4,5,3,0,1
201,279,88,53,4,0,1
313,401,103,71,14,0,1
13,10,4,5,3,0,1
199,289,87,53,4,0,1
313,393,103,71,9,0,1
13,10,4,5,3,0,1
196,278,86,54,4,0,1
316,396,104,71,14,0,1
13,10,4,5,3,0,1
201,277,88,53,4,0,1
313,402,103,71,9,0,1
13,10,4,5,3,0,1
196,272,86,54,4,0,1
313,410,103,71,14,0,1
13,10,4,5,3,0,1
196,281,86,54,4,0,1
316,403,104,71,9,0,1
13,10,4,5,3,0,1
198,268,87,54,4,0,1
313,402,103,71,14,0,1
13,10,4,5,3,0,1
199,273,87,53,4,0,1
313,396,103,71,9,0,1
13,10,4,5,3,0,1
196,284,86,54,4,0,1
313,403,103,71,14,0,1
13,10,4,5,3,0,1
196,283,86,54,4,0,1
313,406,103,71,9,0,1
13,10,4,5,3,0,1
196,284,86,54,4,0,1
313,412,103,71,14,0,1
13,10,4,5,3,0,1
196,277,86,54,4,0,1
313,401,103,71,9,0,1
13,10,4,5,3,0,1
196,276,86,54,4,0,1
316,406,104,71,14,0,1
13,10,4,5,3,0,1
198,285,87,54,4,0,1
316,413,104,71,9,0,1
13,10,4,5,3,0,1
201,282,88,53,4,0,1
316,406,104,71,14,0,1
13,10,4,5,3,0,1
198,282,87,54,4,0,1
313,404,103,71,9,0,1
13,10,4,5,3,0,1
196,282,86,54,4,0,1
316,398,104,71,14,0,1
13,10,4,5,3,0,1
201,270,88,53,4,0,1
316,398,104,71,9,0,1
13,10,4,5,3,0,1
201,275,88,53,4,0,1
313,409,103,71,14,0,1
13,10,4,5,3,0,1
196,270,86,54,4,0,1
313,396,103,71,9,0,1
13,10,4,5,3,0,1
196,274,86,54,4,0,1
313,390,103,71,14,0,1
13,10,4,5,3,0,1
199,272,87,53,4,0,1
313,399,103,71,9,0,1
13,10,4,5,3,0,1
196,266,86,54,4,0,1
313,418,103,71,14,0,1
13,10,4,5,3,0,1
196,272,86,54,4,0,1
316,408,104,71,9,0,1
13,10,4,5,3,0,1
198,279,87,54,4,0,1
313,402,103,71,14,0,1
13,10,4,5,3,0,1
196,276,86,54,4,0,1
313,419,103,71,9,0,1
13,10,4,5,3,0,1
196,283,86,54,4,0,1
313,395,103,71,14,0,1
13,10,4,5,3,0,1
199,284,87,53,4,0,1
313,401,103,71,9,0,1
13,10,4,5,3,0,1
199,284,87,53,4,0,1
313,431,103,71,14,0,1
13,10,4,5,3,0,1
199,274,87,53,4,0,1
313,401,103,71,9,0,1
13,10,4,5,3,0,1
196,280,86,54,4,0,1
313,388,103,71,14,0,1
13,10,4,5,3,0,1
196,284,86,54,4,0,1
313,403,103,71,9,0,1
13,10,4,5,3,0,1
196,280,86,54,4,0,1
316,399,104,71,14,0,1
13,10,4,5,3,0,1
198,272,87,54,4,0,1
316,405,104,71,9,0,1
13,10,4,5,3,0,1
198,280,87,54,4,0,1
313,396,103,71,14,0,1
13,10,4,5,3,0,1
199,286,87,53,4,0,1
313,416,103,71,9,0,1
13,10,4,5,3,0,1
199,285,87,53,4,0,1
313,396,103,71,14,0,1
13,10,4,5,3,0,1
199,290,87,53,4,0,1
313,410,103,71,9,0,1
13,10,4,5,3,0,1
199,279,87,53,4,0,1
313,408,103,71,14,0,1
13,10,4,5,3,0,1
196,284,86,54,4,0,1
313,412,103,71,9,0,1
13,10,4,5,3,0,1
196,276,86,54,4,0,1
313,402,103,71,14,0,1
13,10,4,5,3,0,1
196,278,86,54,4,0,1
313,399,103,71,9,0,1
13,10,4,5,3,0,1
199,289,87,53,4,0,1
313,397,103,71,14,0,1
13,10,4,5,3,0,1
196,285,86,54,4,0,1
313,404,103,71,9,0,1
13,10,4,5,3,0,1
199,281,87,53,4,0,1
313,409,103,71,14,0,1
13,10,4,5,3,0,1
196,274,86,54,4,0,1
313,395,103,71,9,0,1
13,10,4,5,3,0,1
199,275,87,53,4,0,1
313,410,103,71,14,0,1
13,10,4,5,3,0,1
196,281,86,54,4,0,1
313,396,103,71,9,0,1
13,10,4,5,3,0,1
196,276,86,54,4,0,1
313,399,103,71,14,0,1
13,10,4,5,3,0,1
196,282,86,54,4,0,1
313,409,103,71,9,0,1
13,10,4,5,3,0,1
199,273,87,53,4,0,1
316,410,104,71,14,0,1
13,10,4,5,3,0,1
201,277,88,53,4,0,1
313,401,103,71,9,0,1
